 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
10023,MASK_Result of Tc140mfr305C001H001S005:S0005000243,58078,255,0,255,255,255,244.079,226.150,244.079,226.150,2799.314,41,100,389,257,369.309,200.231,22.672,0.093,413.824,14809890,255,NaN,100,14809890,243,55,298,25.017,228.364,1.844,0.542,0.805
10024,MASK_Result of Tc140mfr305C001H001S005:S0005000243,21,255,0,255,255,255,193.310,154.833,193.310,154.833,42.426,190,150,8,10,6.135,4.358,87.739,0.147,10.198,5355,255,NaN,100,5355,243,192,150,101.310,7.766,1.408,0.710,0.382
10025,MASK_Result of Tc140mfr305C001H001S005:S0005000244,37,255,0,255,255,255,394.500,70.716,394.500,70.716,50.912,388,66,12,10,8.229,5.725,156.824,0.179,13.038,9435,255,NaN,100,9435,244,388,68,147.529,9.617,1.438,0.696,0.402
10026,MASK_Result of Tc140mfr305C001H001S005:S0005000244,57126,255,0,255,255,255,242.781,226.948,242.781,226.948,2756.060,41,99,390,257,365.452,199.028,22.718,0.095,408.637,14567130,255,NaN,100,14567130,244,41,244,17.371,227.833,1.836,0.545,0.801
10027,MASK_Result of Tc140mfr305C001H001S005:S0005000244,13,255,0,255,255,255,192.269,154.269,192.269,154.269,28.284,189,151,7,7,4.452,3.718,162.162,0.204,7.616,3315,255,NaN,100,3315,244,189,151,113.199,6.668,1.198,0.835,0.394
10028,MASK_Result of Tc140mfr305C001H001S005:S0005000244,33,255,0,255,255,255,405.652,196.985,405.652,196.985,76.368,400,190,10,14,7.910,5.312,88.415,0.071,14.560,8415,255,NaN,100,8415,244,403,204,74.055,10.000,1.489,0.672,0.303
10029,MASK_Result of Tc140mfr305C001H001S005:S0005000245,56888,255,0,255,255,255,241.455,227.676,241.455,227.676,2805.800,40,99,390,258,364.508,198.712,22.694,0.091,411.534,14506440,255,NaN,100,14506440,245,58,301,25.320,229.403,1.834,0.545,0.791
10030,MASK_Result of Tc140mfr305C001H001S005:S0005000245,11,255,0,255,255,255,114.682,184.136,114.682,184.136,28.284,110,183,10,3,7.867,1.780,4.636,0.173,10.198,2805,255,NaN,100,2805,245,110,185,11.310,3.000,4.419,0.226,0.458
10031,MASK_Result of Tc140mfr305C001H001S005:S0005000246,56965,255,0,255,255,255,239.848,228.164,239.848,228.164,2857.297,40,100,388,257,364.223,199.137,22.611,0.088,404.401,14526075,255,NaN,100,14526075,246,40,243,16.374,228.609,1.829,0.547,0.796
10032,MASK_Result of Tc140mfr305C001H001S005:S0005000246,12,255,0,255,255,255,319.333,103.500,319.333,103.500,31.113,316,101,7,5,5.231,2.921,173.679,0.156,7.616,3060,255,NaN,100,3060,246,316,102,156.801,4.707,1.791,0.558,0.414
10033,MASK_Result of Tc140mfr305C001H001S005:S0005000247,56464,255,0,255,255,255,238.900,228.905,238.900,228.905,2619.124,37,101,385,256,363.035,198.031,22.825,0.103,402.517,14398320,255,NaN,100,14398320,247,62,305,27.202,227.861,1.833,0.545,0.791
10034,MASK_Result of Tc140mfr305C001H001S005:S0005000247,66,255,0,255,255,255,176.242,136.742,176.242,136.742,70.711,165,130,22,12,13.070,6.429,6.666,0.166,22.361,16830,255,NaN,100,16830,247,165,140,10.305,11.767,2.033,0.492,0.395
10035,MASK_Result of Tc140mfr305C001H001S005:S0005000247,34,255,0,255,255,255,191.471,143.765,191.471,143.765,45.255,187,139,10,10,7.068,6.125,166.992,0.209,11.662,8670,255,NaN,100,8670,247,187,139,120.964,9.021,1.154,0.867,0.425
10036,MASK_Result of Tc140mfr305C001H001S005:S0005000247,14,255,0,255,255,255,180.286,149.714,180.286,149.714,19.799,177,147,6,6,4.265,4.179,135.000,0.449,6.325,3570,255,NaN,100,3570,247,179,147,108.435,5.657,1.021,0.980,0.519
10037,MASK_Result of Tc140mfr305C001H001S005:S0005000248,56865,255,0,255,255,255,237.170,229.217,237.170,229.217,2726.604,34,100,387,258,363.418,199.227,22.640,0.096,406.076,14500575,255,NaN,100,14500575,248,34,243,17.632,229.827,1.824,0.548,0.787
10038,MASK_Result of Tc140mfr305C001H001S005:S0005000248,52,255,0,255,255,255,301.596,109.885,301.596,109.885,59.397,295,104,13,12,9.249,7.159,12.791,0.185,14.765,13260,255,NaN,100,13260,248,295,112,28.301,11.157,1.292,0.774,0.452
10039,MASK_Result of Tc140mfr305C001H001S005:S0005000248,66,255,0,255,255,255,174.439,136.803,174.439,136.803,73.539,164,131,22,11,13.198,6.367,7.664,0.153,22.804,16830,255,NaN,100,16830,248,164,141,15.255,10.983,2.073,0.482,0.402
10040,MASK_Result of Tc140mfr305C001H001S005:S0005000248,38,255,0,255,255,255,191.132,145.184,191.132,145.184,62.225,185,141,13,10,8.481,5.705,152.457,0.123,13.928,9690,255,NaN,100,9690,248,185,143,158.962,9.487,1.487,0.673,0.400
10041,MASK_Result of Tc140mfr305C001H001S005:S0005000249,56702,255,0,255,255,255,235.753,229.677,235.753,229.677,2618.295,34,101,386,257,362.150,199.352,22.713,0.104,404.297,14459010,255,NaN,100,14459010,249,60,307,27.072,230.852,1.817,0.550,0.786
10042,MASK_Result of Tc140mfr305C001H001S005:S0005000249,49,255,0,255,255,255,299.337,110.133,299.337,110.133,56.569,292,104,14,12,8.719,7.155,176.212,0.192,14.560,12495,255,NaN,100,12495,249,292,111,15.945,11.628,1.219,0.821,0.422
10043,MASK_Result of Tc140mfr305C001H001S005:S0005000249,59,255,0,255,255,255,172.602,136.941,172.602,136.941,73.539,164,131,19,11,12.801,5.868,7.749,0.137,20.248,15045,255,NaN,100,15045,249,164,141,20.225,9.899,2.181,0.458,0.401
10044,MASK_Result of Tc140mfr305C001H001S005:S0005000249,27,255,0,255,255,255,188.352,144.500,188.352,144.500,50.912,183,141,11,8,7.045,4.880,171.403,0.131,11.402,6885,255,NaN,100,6885,249,183,143,164.745,8.000,1.444,0.693,0.386
10045,MASK_Result of Tc140mfr305C001H001S005:S0005000250,56266,255,0,255,255,255,234.337,230.335,234.337,230.335,2870.854,31,101,389,257,359.938,199.035,22.603,0.086,403.448,14347830,255,NaN,100,14347830,250,31,244,15.380,232.019,1.808,0.553,0.777
10046,MASK_Result of Tc140mfr305C001H001S005:S0005000250,49,255,0,255,255,255,297.541,110.724,297.541,110.724,53.740,291,105,12,13,8.713,7.160,135.626,0.213,13.928,12495,255,NaN,100,12495,250,295,105,111.038,11.180,1.217,0.822,0.445
10047,MASK_Result of Tc140mfr305C001H001S005:S0005000250,10,255,0,255,255,255,348.100,116.900,348.100,116.900,22.627,345,115,7,4,5.253,2.424,169.099,0.245,7.616,2550,255,NaN,100,2550,250,345,115,156.801,3.795,2.167,0.461,0.455
10048,MASK_Result of Tc140mfr305C001H001S005:S0005000250,40,255,0,255,255,255,169.625,137.050,169.625,137.050,43.841,164,132,13,10,8.614,5.912,22.397,0.262,13.342,10200,255,NaN,100,10200,250,164,141,12.995,9.121,1.457,0.686,0.482
10049,MASK_Result of Tc140mfr305C001H001S005:S0005000250,18,255,0,255,255,255,185.944,143.833,185.944,143.833,31.113,181,141,10,6,6.909,3.317,0.388,0.234,10.198,4590,255,NaN,100,4590,250,181,143,168.690,5.491,2.083,0.480,0.419
10050,MASK_Result of Tc140mfr305C001H001S005:S0005000250,11,255,0,255,255,255,188.045,149.864,188.045,149.864,31.113,185,146,7,7,4.204,3.332,138.972,0.143,8.485,2805,255,NaN,100,2805,250,186,146,135.000,5.657,1.262,0.793,0.355
10051,MASK_Result of Tc140mfr305C001H001S005:S0005000251,55906,255,0,255,255,255,232.936,230.897,232.936,230.897,2921.765,29,99,390,260,358.030,198.815,22.632,0.082,404.678,14256030,255,NaN,100,14256030,251,29,244,15.479,232.147,1.801,0.555,0.770
10052,MASK_Result of Tc140mfr305C001H001S005:S0005000251,34,255,0,255,255,255,295.941,110.647,295.941,110.647,48.083,291,105,9,12,7.472,5.793,99.289,0.185,12.166,8670,255,NaN,100,8670,251,297,105,99.462,9.000,1.290,0.775,0.420
10053,MASK_Result of Tc140mfr305C001H001S005:S0005000251,11,255,0,255,255,255,346.045,115.136,346.045,115.136,25.456,343,111,6,7,5.796,2.417,50.823,0.213,8.602,2805,255,NaN,100,2805,251,343,118,54.462,4.243,2.398,0.417,0.393
10054,MASK_Result of Tc140mfr305C001H001S005:S0005000251,36,255,0,255,255,255,167.056,137.167,167.056,137.167,36.770,162,132,10,9,8.234,5.567,44.822,0.335,11.662,9180,255,NaN,100,9180,251,162,141,30.964,8.043,1.479,0.676,0.529
10055,MASK_Result of Tc140mfr305C001H001S005:S0005000252,56576,255,0,255,255,255,231.106,231.146,231.106,231.146,2777.515,28,100,390,259,358.701,200.821,22.356,0.092,404.148,14426880,255,NaN,100,14426880,252,28,243,15.205,234.232,1.786,0.560,0.770
10056,MASK_Result of Tc140mfr305C001H001S005:S0005000252,46,255,0,255,255,255,294.522,112.804,294.522,112.804,62.225,288,106,12,15,10.558,5.548,113.388,0.149,16.971,11730,255,NaN,100,11730,252,288,108,135.000,9.839,1.903,0.525,0.387
10057,MASK_Result of Tc140mfr305C001H001S005:S0005000252,14,255,0,255,255,255,344.500,114.786,344.500,114.786,25.456,341,111,6,7,5.137,3.470,51.880,0.271,7.616,3570,255,NaN,100,3570,252,343,118,66.801,5.657,1.481,0.675,0.467
10058,MASK_Result of Tc140mfr305C001H001S005:S0005000252,33,255,0,255,255,255,164.652,137.712,164.652,137.712,39.598,159,132,10,11,8.745,4.805,50.224,0.264,13.038,8415,255,NaN,100,8415,252,160,143,57.529,7.770,1.820,0.549,0.478
10059,MASK_Result of Tc140mfr305C001H001S005:S0005000252,10,255,0,255,255,255,153.900,143.900,153.900,143.900,22.627,151,142,7,4,5.175,2.460,14.248,0.245,7.616,2550,255,NaN,100,2550,252,151,146,23.199,4.000,2.103,0.475,0.435
10060,MASK_Result of Tc140mfr305C001H001S005:S0005000252,11,255,0,255,255,255,184.227,150.773,184.227,150.773,19.799,181,148,6,5,4.964,2.821,29.745,0.353,7.211,2805,255,NaN,100,2805,252,181,152,33.690,4.243,1.759,0.568,0.500
10061,MASK_Result of Tc140mfr305C001H001S005:S0005000252,41,255,0,255,255,255,65.841,297.451,65.841,297.451,67.882,57,291,14,12,7.761,6.726,16.119,0.112,14.560,10455,255,NaN,100,10455,252,57,300,15.945,11.314,1.154,0.867,0.363
10062,MASK_Result of Tc140mfr305C001H001S005:S0005000253,56348,255,0,255,255,255,229.849,231.568,229.849,231.568,2848.226,26,100,391,260,357.772,200.531,22.447,0.087,404.853,14368740,255,NaN,100,14368740,253,26,243,15.032,232.862,1.784,0.561,0.772
10063,MASK_Result of Tc140mfr305C001H001S005:S0005000253,29,255,0,255,255,255,291.741,111.948,291.741,111.948,50.912,287,106,9,11,7.286,5.068,95.937,0.141,11.662,7395,255,NaN,100,7395,253,289,116,59.036,8.614,1.438,0.696,0.367
10064,MASK_Result of Tc140mfr305C001H001S005:S0005000253,26,255,0,255,255,255,162.769,138.192,162.769,138.192,39.598,158,134,10,9,7.323,4.520,40.430,0.208,11.402,6630,255,NaN,100,6630,253,158,143,37.875,7.589,1.620,0.617,0.426
10065,MASK_Result of Tc140mfr305C001H001S005:S0005000253,11,255,0,255,255,255,152.864,144.500,152.864,144.500,22.627,149,143,8,4,5.346,2.620,0.000,0.270,8.246,2805,255,NaN,100,2805,253,149,143,165.964,4.000,2.041,0.490,0.478
10066,MASK_Result of Tc140mfr305C001H001S005:S0005000253,12,255,0,255,255,255,182.083,149.750,182.083,149.750,31.113,179,146,7,7,4.165,3.668,136.816,0.156,7.616,3060,255,NaN,100,3060,253,179,147,156.801,6.517,1.136,0.881,0.343
10067,MASK_Result of Tc140mfr305C001H001S005:S0005000253,33,255,0,255,255,255,64.197,298.076,64.197,298.076,48.083,58,293,12,9,8.184,5.134,27.853,0.179,12.649,8415,255,NaN,100,8415,253,58,301,18.435,8.485,1.594,0.627,0.418
10068,MASK_Result of Tc140mfr305C001H001S005:S0005000254,55631,255,0,255,255,255,228.885,232.313,228.885,232.313,2868.025,26,100,390,261,355.886,199.029,22.705,0.085,402.616,14185905,255,NaN,100,14185905,254,26,241,14.381,227.121,1.788,0.559,0.769
10069,MASK_Result of Tc140mfr305C001H001S005:S0005000254,24,255,0,255,255,255,290.417,112.750,290.417,112.750,50.912,287,106,8,12,7.052,4.333,94.306,0.116,12.649,6120,255,NaN,100,6120,254,289,118,71.565,8.000,1.628,0.614,0.329
10070,MASK_Result of Tc140mfr305C001H001S005:S0005000254,14,255,0,255,255,255,160.786,138.500,160.786,138.500,28.284,157,135,7,7,6.004,2.969,51.178,0.220,9.899,3570,255,NaN,100,3570,254,157,142,45.000,5.657,2.022,0.495,0.400
10071,MASK_Result of Tc140mfr305C001H001S005:S0005000254,12,255,0,255,255,255,180.500,149.667,180.500,149.667,31.113,177,147,7,6,4.463,3.424,148.756,0.156,7.616,3060,255,NaN,100,3060,254,177,147,156.801,5.657,1.303,0.767,0.414
10072,MASK_Result of Tc140mfr305C001H001S005:S0005000254,13,255,0,255,255,255,139.269,150.808,139.269,150.808,33.941,135,148,9,5,5.794,2.857,160.135,0.142,9.055,3315,255,NaN,100,3315,254,135,151,173.660,5.000,2.028,0.493,0.382
10073,MASK_Result of Tc140mfr305C001H001S005:S0005000254,13,255,0,255,255,255,144.423,155.192,144.423,155.192,31.113,139,153,11,4,8.046,2.057,10.851,0.169,11.402,3315,255,NaN,100,3315,254,139,156,15.255,3.677,3.912,0.256,0.394
10074,MASK_Result of Tc140mfr305C001H001S005:S0005000255,56072,255,0,255,255,255,227.377,232.544,227.377,232.544,2819.942,39,100,375,260,355.596,200.770,22.755,0.089,399.845,14298360,255,NaN,100,14298360,255,53,312,25.796,227.409,1.771,0.565,0.774
10075,MASK_Result of Tc140mfr305C001H001S005:S0005000255,19,255,0,255,255,255,288.500,115.553,288.500,115.553,28.284,284,112,8,8,6.122,3.951,143.468,0.298,8.944,4845,255,NaN,100,4845,255,284,114,153.435,5.657,1.549,0.645,0.452
10076,MASK_Result of Tc140mfr305C001H001S005:S0005000255,17,255,0,255,255,255,158.559,138.559,158.559,138.559,28.284,156,134,6,10,6.797,3.184,71.535,0.267,10.198,4335,255,NaN,100,4335,255,157,144,78.690,5.491,2.135,0.468,0.436
10077,MASK_Result of Tc140mfr305C001H001S005:S0005000255,10,255,0,255,255,255,180.100,150.100,180.100,150.100,22.627,177,148,7,4,5.253,2.424,10.901,0.245,7.616,2550,255,NaN,100,2550,255,177,152,23.199,3.795,2.167,0.461,0.455
10078,MASK_Result of Tc140mfr305C001H001S005:S0005000255,125,255,0,255,255,255,34.668,240.132,34.668,240.132,135.765,24,226,27,27,19.017,8.369,135.289,0.085,34.059,31875,255,NaN,100,31875,255,28,226,130.236,16.971,2.272,0.440,0.315
10079,MASK_Result of Tc140mfr305C001H001S005:S0005000255,12,255,0,255,255,255,62.083,298.250,62.083,298.250,33.941,59,295,6,6,4.552,3.357,122.211,0.131,8.485,3060,255,NaN,100,3060,255,59,295,135.000,5.491,1.356,0.737,0.375
10080,MASK_Result of Tc140mfr305C001H001S005:S0005000256,56251,255,0,255,255,255,225.813,232.936,225.813,232.936,2735.089,41,101,370,260,355.571,201.425,22.675,0.094,398.924,14344005,255,NaN,100,14344005,256,51,312,26.180,228.736,1.765,0.566,0.780
10081,MASK_Result of Tc140mfr305C001H001S005:S0005000256,20,255,0,255,255,255,286.950,116.850,286.950,116.850,39.598,283,113,7,9,6.462,3.941,129.063,0.160,11.402,5100,255,NaN,100,5100,256,283,113,127.875,6.860,1.640,0.610,0.408
10082,MASK_Result of Tc140mfr305C001H001S005:S0005000256,10,255,0,255,255,255,177.700,150.100,177.700,150.100,22.627,175,147,5,6,3.834,3.321,76.717,0.245,6.325,2550,255,NaN,100,2550,256,176,153,71.565,5.000,1.154,0.866,0.435
10083,MASK_Result of Tc140mfr305C001H001S005:S0005000256,107,255,0,255,255,255,31.463,240.294,31.463,240.294,135.765,21,227,21,29,16.711,8.152,122.244,0.073,31.780,27285,255,NaN,100,27285,256,25,227,114.146,16.971,2.050,0.488,0.287
10084,MASK_Result of Tc140mfr305C001H001S005:S0005000257,55463,255,0,255,255,255,224.179,233.786,224.179,233.786,2418.891,41,100,369,261,353.135,199.974,23.155,0.119,398.510,14143065,255,NaN,100,14143065,257,48,311,25.729,229.396,1.766,0.566,0.781
10085,MASK_Result of Tc140mfr305C001H001S005:S0005000257,15,255,0,255,255,255,284.833,117.100,284.833,117.100,33.941,281,114,8,7,5.286,3.613,141.062,0.164,8.944,3825,255,NaN,100,3825,257,281,115,153.435,5.657,1.463,0.684,0.395
10086,MASK_Result of Tc140mfr305C001H001S005:S0005000257,10,255,0,255,255,255,176.000,150.400,176.000,150.400,19.799,173,148,6,5,3.826,3.328,174.938,0.321,6.325,2550,255,NaN,100,2550,257,173,152,18.435,5.000,1.150,0.870,0.435
10087,MASK_Result of Tc140mfr305C001H001S005:S0005000257,43,255,0,255,255,255,137.593,153.453,137.593,153.453,59.397,129,149,18,9,11.957,4.579,174.303,0.153,18.439,10965,255,NaN,100,10965,257,129,151,167.471,8.485,2.611,0.383,0.391
10088,MASK_Result of Tc140mfr305C001H001S005:S0005000257,44,255,0,255,255,255,155.273,155.318,155.273,155.318,70.711,148,150,15,11,10.563,5.304,175.027,0.111,16.553,11220,255,NaN,100,11220,257,148,150,154.983,9.700,1.992,0.502,0.364
10089,MASK_Result of Tc140mfr305C001H001S005:S0005000257,12,255,0,255,255,255,380.667,207.667,380.667,207.667,28.284,377,205,8,6,5.384,2.838,34.262,0.188,8.944,3060,255,NaN,100,3060,257,377,210,26.565,5.657,1.897,0.527,0.353
10090,MASK_Result of Tc140mfr305C001H001S005:S0005000257,102,255,0,255,255,255,379.451,220.196,379.451,220.196,96.167,371,210,17,20,15.414,8.425,50.371,0.139,25.495,26010,255,NaN,100,26010,257,371,230,48.180,14.142,1.829,0.547,0.403
10091,MASK_Result of Tc140mfr305C001H001S005:S0005000257,62,255,0,255,255,255,27.726,237.565,27.726,237.565,110.309,21,228,14,18,11.881,6.644,109.422,0.064,21.401,15810,255,NaN,100,15810,257,22,228,127.405,13.728,1.788,0.559,0.310
10092,MASK_Result of Tc140mfr305C001H001S005:S0005000257,11,255,0,255,255,255,37.773,251.955,37.773,251.955,25.456,34,250,8,4,5.363,2.611,0.556,0.213,8.246,2805,255,NaN,100,2805,257,34,250,165.964,4.000,2.054,0.487,0.423
10093,MASK_Result of Tc140mfr305C001H001S005:S0005000258,56506,255,0,255,255,255,222.239,233.750,222.239,233.750,2703.976,41,99,367,265,355.018,202.654,22.688,0.097,398.121,14409030,255,NaN,100,14409030,258,47,312,25.278,231.068,1.752,0.571,0.788
10094,MASK_Result of Tc140mfr305C001H001S005:S0005000258,11,255,0,255,255,255,224.318,107.773,224.318,107.773,25.456,221,106,7,4,5.183,2.702,5.834,0.213,7.616,2805,255,NaN,100,2805,258,221,110,23.199,4.000,1.918,0.521,0.440
10095,MASK_Result of Tc140mfr305C001H001S005:S0005000258,16,255,0,255,255,255,282.938,117.312,282.938,117.312,31.113,278,114,9,7,6.640,3.068,141.072,0.208,10.296,4080,255,NaN,100,4080,258,278,114,150.945,5.657,2.164,0.462,0.400
10096,MASK_Result of Tc140mfr305C001H001S005:S0005000258,12,255,0,255,255,255,151.583,143.417,151.583,143.417,33.941,147,139,9,8,7.402,2.064,41.640,0.131,11.402,3060,255,NaN,100,3060,258,147,146,37.875,4.243,3.586,0.279,0.343
10097,MASK_Result of Tc140mfr305C001H001S005:S0005000258,10,255,0,255,255,255,174.200,150.000,174.200,150.000,19.799,172,147,5,6,4.690,2.715,125.692,0.321,7.211,2550,255,NaN,100,2550,258,173,147,123.690,4.243,1.727,0.579,0.476
10098,MASK_Result of Tc140mfr305C001H001S005:S0005000258,15,255,0,255,255,255,391.700,217.300,391.700,217.300,31.113,388,214,7,7,5.076,3.762,158.085,0.195,8.602,3825,255,NaN,100,3825,258,390,214,125.538,5.692,1.349,0.741,0.395
10099,MASK_Result of Tc140mfr305C001H001S005:S0005000258,81,255,0,255,255,255,26.056,237.944,26.056,237.944,104.652,18,227,17,20,13.592,7.588,108.355,0.093,21.633,20655,255,NaN,100,20655,258,23,227,123.690,15.890,1.791,0.558,0.346
10100,MASK_Result of Tc140mfr305C001H001S005:S0005000258,13,255,0,255,255,255,35.962,251.808,35.962,251.808,22.627,33,249,6,5,4.639,3.568,7.161,0.319,7.211,3315,255,NaN,100,3315,258,33,254,33.690,5.000,1.300,0.769,0.500
10101,MASK_Result of Tc140mfr305C001H001S005:S0005000259,56106,255,0,255,255,255,220.576,234.384,220.576,234.384,2596.496,39,100,366,264,353.452,202.111,22.871,0.105,397.756,14307030,255,NaN,100,14307030,259,43,308,24.825,229.340,1.749,0.572,0.785
10102,MASK_Result of Tc140mfr305C001H001S005:S0005000259,11,255,0,255,255,255,222.591,107.318,222.591,107.318,19.799,219,105,7,4,5.168,2.710,3.797,0.353,7.071,2805,255,NaN,100,2805,259,219,107,171.870,4.000,1.907,0.524,0.500
10103,MASK_Result of Tc140mfr305C001H001S005:S0005000259,17,255,0,255,255,255,207.382,119.147,207.382,119.147,36.770,204,114,7,10,6.110,3.543,70.998,0.158,10.770,4335,255,NaN,100,4335,259,207,124,68.199,5.692,1.725,0.580,0.378
10104,MASK_Result of Tc140mfr305C001H001S005:S0005000259,14,255,0,255,255,255,281.000,118.429,281.000,118.429,31.113,277,115,8,6,5.915,3.014,159.407,0.182,8.944,3570,255,NaN,100,3570,259,277,117,153.435,5.491,1.963,0.510,0.389
10105,MASK_Result of Tc140mfr305C001H001S005:S0005000259,95,255,0,255,255,255,375.521,221.353,375.521,221.353,87.681,368,211,16,20,14.347,8.431,53.232,0.155,24.413,24225,255,NaN,100,24225,259,368,231,55.008,14.142,1.702,0.588,0.408
10106,MASK_Result of Tc140mfr305C001H001S005:S0005000259,23,255,0,255,255,255,23.630,234.935,23.630,234.935,39.598,19,231,9,8,6.311,4.641,45.477,0.184,10.296,5865,255,NaN,100,5865,259,19,238,29.055,7.589,1.360,0.735,0.404
10107,MASK_Result of Tc140mfr305C001H001S005:S0005000259,12,255,0,255,255,255,26.333,242.333,26.333,242.333,22.627,24,240,5,5,4.272,3.577,45.001,0.295,7.071,3060,255,NaN,100,3060,259,24,245,45.000,5.000,1.194,0.837,0.522
10108,MASK_Result of Tc140mfr305C001H001S005:S0005000259,17,255,0,255,255,255,34.265,252.029,34.265,252.029,28.284,30,250,9,4,6.939,3.119,175.798,0.267,9.487,4335,255,NaN,100,4335,259,30,250,161.565,4.000,2.225,0.450,0.515
10109,MASK_Result of Tc140mfr305C001H001S005:S0005000260,56261,255,0,255,255,255,218.773,234.843,218.773,234.843,2621.952,38,100,366,263,353.393,202.703,22.755,0.103,397.706,14346555,255,NaN,100,14346555,260,45,316,28.047,230.745,1.743,0.574,0.787
10110,MASK_Result of Tc140mfr305C001H001S005:S0005000260,13,255,0,255,255,255,220.577,107.962,220.577,107.962,28.284,216,106,8,5,5.723,2.892,171.228,0.204,8.246,3315,255,NaN,100,3315,260,216,108,165.964,5.000,1.979,0.505,0.419
10111,MASK_Result of Tc140mfr305C001H001S005:S0005000260,11,255,0,255,255,255,205.500,118.955,205.500,118.955,25.456,203,115,5,8,5.153,2.718,83.856,0.213,8.246,2805,255,NaN,100,2805,260,206,123,75.964,4.525,1.896,0.527,0.393
10112,MASK_Result of Tc140mfr305C001H001S005:S0005000260,19,255,0,255,255,255,278.974,119.184,278.974,119.184,36.770,275,115,8,8,6.309,3.834,141.360,0.177,8.944,4845,255,NaN,100,4845,260,277,115,116.565,6.860,1.645,0.608,0.396
10113,MASK_Result of Tc140mfr305C001H001S005:S0005000260,79,255,0,255,255,255,374.222,221.968,374.222,221.968,87.681,367,213,16,18,12.914,7.789,57.662,0.129,20.591,20145,255,NaN,100,20145,260,368,231,60.945,13.590,1.658,0.603,0.385
10114,MASK_Result of Tc140mfr305C001H001S005:S0005000260,16,255,0,255,255,255,21.875,234.750,21.875,234.750,36.770,18,231,9,8,6.042,3.372,42.429,0.149,10.000,4080,255,NaN,100,4080,260,19,238,36.870,5.657,1.792,0.558,0.364
10115,MASK_Result of Tc140mfr305C001H001S005:S0005000260,12,255,0,255,255,255,371.833,233.167,371.833,233.167,31.113,368,231,9,5,6.486,2.356,16.428,0.156,9.487,3060,255,NaN,100,3060,260,368,235,18.435,4.427,2.754,0.363,0.375
10116,MASK_Result of Tc140mfr305C001H001S005:S0005000260,15,255,0,255,255,255,23.633,242.433,23.633,242.433,28.284,20,240,7,5,5.539,3.448,155.631,0.236,8.602,3825,255,NaN,100,3825,260,20,240,144.462,5.000,1.607,0.622,0.484
10117,MASK_Result of Tc140mfr305C001H001S005:S0005000260,10,255,0,255,255,255,31.500,251.500,31.500,251.500,19.799,28,249,7,4,4.635,2.747,0.000,0.321,7.071,2550,255,NaN,100,2550,260,28,252,171.870,4.000,1.687,0.593,0.526
10118,MASK_Result of Tc140mfr305C001H001S005:S0005000261,55592,255,0,255,255,255,217.663,235.567,217.663,235.567,2449.418,36,100,366,257,351.971,201.101,22.763,0.116,398.540,14175960,255,NaN,100,14175960,261,44,317,27.658,230.088,1.750,0.571,0.782
10119,MASK_Result of Tc140mfr305C001H001S005:S0005000261,12,255,0,255,255,255,218.500,107.667,218.500,107.667,25.456,214,106,9,3,6.566,2.327,0.000,0.233,9.055,3060,255,NaN,100,3060,261,214,108,173.660,3.000,2.822,0.354,0.522
10120,MASK_Result of Tc140mfr305C001H001S005:S0005000261,16,255,0,255,255,255,292.438,118.438,292.438,118.438,36.770,287,115,10,7,7.348,2.772,24.819,0.149,11.662,4080,255,NaN,100,4080,261,287,122,30.964,5.060,2.650,0.377,0.364
10121,MASK_Result of Tc140mfr305C001H001S005:S0005000261,16,255,0,255,255,255,276.375,119.250,276.375,119.250,33.941,272,116,9,7,6.252,3.258,149.373,0.175,9.487,4080,255,NaN,100,4080,261,272,118,161.565,5.657,1.919,0.521,0.381
10122,MASK_Result of Tc140mfr305C001H001S005:S0005000261,24,255,0,255,255,255,142.750,153.417,142.750,153.417,56.569,139,147,9,11,7.915,3.861,127.467,0.094,14.213,6120,255,NaN,100,6120,261,139,147,129.289,7.071,2.050,0.488,0.381
10123,MASK_Result of Tc140mfr305C001H001S005:S0005000261,48,255,0,255,255,255,129.521,154.021,129.521,154.021,76.368,120,148,18,11,12.954,4.718,167.404,0.103,19.698,12240,255,NaN,100,12240,261,120,150,156.038,9.806,2.746,0.364,0.329
10124,MASK_Result of Tc140mfr305C001H001S005:S0005000261,58,255,0,255,255,255,372.759,222.966,372.759,222.966,67.882,366,213,13,19,11.331,6.517,66.337,0.158,19.235,14790,255,NaN,100,14790,261,369,232,81.027,11.775,1.739,0.575,0.382
10125,MASK_Result of Tc140mfr305C001H001S005:S0005000261,12,255,0,255,255,255,21.750,242.917,21.750,242.917,25.456,18,240,8,5,5.208,2.934,171.567,0.233,8.246,3060,255,NaN,100,3060,261,18,242,165.964,4.919,1.775,0.563,0.429
10126,MASK_Result of Tc140mfr305C001H001S005:S0005000261,17,255,0,255,255,255,103.324,361.912,103.324,361.912,36.770,98,358,11,7,7.964,2.718,150.554,0.158,12.083,4335,255,NaN,100,4335,261,98,360,155.556,5.488,2.930,0.341,0.378
10127,MASK_Result of Tc140mfr305C001H001S005:S0005000262,55527,255,0,255,255,255,215.931,236.107,215.931,236.107,2527.200,34,99,367,259,352.030,200.833,22.753,0.109,398.964,14159385,255,NaN,100,14159385,262,42,315,27.464,231.567,1.753,0.570,0.781
